abciximab;acyclovir;alteplase;amiodarone;amlodipine;amoxicillin;ampicillin;angiotensin II;argatroban;aspirin;atorvastatin;atracurium;azithromycin;bisacodyl;bivalirudin;bumetanide;captopril;carvedilol;cefazolin;cefepime;ceftazidime;ceftriaxone;ciprofloxacin;cisatracurium;clindamycin;clonazepam;clonidine;desmopressin;dexamethasone;dexmedetomidine;diltiazem;diphenhydramine;dobutamine;dopamine;enoximone;epinephrine;epoprostenol;eptifibatide;erythromycin;esmolol;felodipine;fentanyl;fluconazole;flumazenil;furosemide;gentamicin;glycopyrronium;haloperidol;heparin;hydrocodone;hydromorphone;hypromellose;ketamine;ketorolac;lansoprazole;lepirudin;levetiracetam;levofloxacin;lidocaine;linezolid;lorazepam;meropenem;methadone;methylprednisolone;metoclopramide;metronidazole;micafungin;midazolam;milrinone;mirtazapine;morphine;neostigmine;nesiritide;nicardipine;nimodipine;nitroglycerin;nitroprusside;norepinephrine;octreotide;pancuronium;pentobarbital;phenylephrine;phenytoin;piperacillin;procainamide;propofol;ranitidine;rocuronium;simvastatin;spironolactone;succinylcholine;sufentanil;sulfamethoxazole;thiopental;tirofiban;tramadol;tranexamic acid;treprostinil;triamterene;vancomycin;vasopressin (USP);vecuronium;warfarin;xylometazoline
;Numark Cold Sore;;;Olmesartan / Amlodipine Teva;AMOLANIC;;;;Aspirine Px;ROVATO;;Anmeiqin;;;;Bci Captopril;Dilasig;;;;;CIPROTWO;;Clindamycin Klast;;;;Axidexa;;DILRENE;Dolo Attritin;;;;Vivacaine;;;Ornacyn;;;;Fluconazol Puren;;Furoquid;Gemcitabin Ratiopharm;;;Hepa-Salbe;Vanex Expectorant;;;;;Ntp-Lansoprazole;;Levetiragamma;LEVOFLOXACINE BIOGARAN;Dorithricin;;;;;;;TERGYNAN;;;;;Morphin Eins Ps Pharma;;;;;Dysto Loges;;;;;;Medent-PEI;;;;;RANIT;;Simvastatin Aurobindo;;;;;;;WOOLPOWERSET SEMI;;;;;;;;
;Soothelip;;;Amlocard;AMOXA;;;;Aspirine Ra;ATORVASTATINE ALTER;;Ruiqilin;;;;Captril;Dilatrend;;;;;CIROSIN;;Clindamycin Mip;;;;Dexa-Rhinospray;;DILTIAZEM EG;Dolo Visano;;;;Carbostesin-adrenalin;;;Aknederm;;;;Act Fluconazole;;;Heraeus Pmma;;;Heparin-Natrium Braun;Vanex-HD;;;;;;;Kevesy;LEVOFLOXACINE CRISTERS;Eulatin;;;;;;;METROGENE;;;;;Morphin Heumann;;;;;Eukliman;;;;;;Rondec-DM Reformulated Feb 2009;;;;;RANITIDINE NELSON;;Simvastatin Dura;;;;;;;ACCETRA SEMI;;;;;;;;
;Soraway Cold Sore;;;Amlodigamma;AMOXALIN NEO;;;;Aspirine Rw;ATORVASTATINE EG;;Likesi;;;;Ftp-Captopril;Volirop;;;;;CIROXIN;;Clindamycin Ratiopharm;;;;Dexaflam;;DILTIAZEM GNR;Dormutil;;;;Mydricaine No1;;;Anamycin;;;;Bio-Fluconazole;;;Herafill;;;Heparin-Natrium Leo;Vetuss HC Syrup;;;;;;;Leveticeram Abbott;LEVOFLOXACINE EVOLUGEN;Elac;;;;;;;METRONIDAZOLE B BRAUN;;;;;Morphin Hexal;;;;;Foehn Wetteren Mao;;;;;;Tussi-12 Tablet;;;;;RANITIGEN;;Simvastatin Heumann;;;;;;;ACEDOL;;;;;;;;
;Virasorb Cold Sore;;;Amlodipin Abz;AMOXCLAN DUO;;;;Aspirine T;ATORVASTATINE EVOLUGEN;;Yasida;;;;Med Captopril;Carvedi-Denk;;;;;FLOCY;;Copal;;;;Dexafluid;;DILTIAZEM RATIOPHARM;Ekzesin;;;;Mydricaine No2;;;Bisolvonat;;;;Novo-Fluconazole;;;Inflanegent;;;Heparin-Rotexmedica;Vi Q Tuss;;;;;;;Act Levetiracetam;LEVOFLOXACINE KABI;Fissan;;;;;;;METRONIDAZOLE BIOSEDRA;;;;;Morphin Merck;;;;;Gericardial;;;;;;Allerest PE;;;;;RESTIDINE;;Simvastatin Krewel;;;;;;;APENTRA;;;;;;;;
;Acilomin;;;Amlodipin Basics;AMOXICLE;;;;Aspirine Th;ATORVASTATINE ISOMED;;Shunfengkangqi;;;;Pms-Captopril;Carvedilol Abz;;;;;FUROXIN;;Jutaclin;;;;Dexagalen;;DILTIAZEM ZENTIVA;Gujaphenyl Asthma;;;;Adrenalin Alpha;;;Ecolicin;;;;Monicure;;;Palasept;;;Neygeront-Vitalkapseln;Vicodin Tuss;;;;;;;Auro-Levetiracetam;LEVOFLOXACINE MYLAN;Excitans;;;;;;;METRONIDAZOLE LAVOISIER;;;;;Morphin-Actavis;;;;;Gilucor;;;;;;Atuss DR;;;;;SEIREN;;Simvastatin Krka;;;;;;;ART SEMI;;;;;;;;
;Airnurse;;;Amlodipin Ct;AMOXITIN DUO;;;;Aspirine Ti;ATORVASTATINE RANBAXY;;Tailite;;;;Nu-Capto;Carvedilol Sandoz;;;;;NEWLOXACIN;;FULLGRAM;;;;Dexagel;;Coras;Haesin;;;;Adrenalin Hu;;;Econoped;;;;Riva Fluconazole;;;GENTAMICIN SHINPOONG;;;Sensicutan;Vicoprofen;;;;;;;Nat-Levetiracetam;LEVOFLOXACINE PHR LAB;Farco Uromycin;;;;;;;METRONIDAZOLE MACO PHARMA;;;;;Substitol;;;;;Gilustenon;;;;;;Durahist;;;;;INBIS D;;Simvastatin Ksk;;;;;;;ATRA;;;;;;;;
;Clovate;;;Amlodipin Fair Med;AUGMEX DUO;;;;Aspirine Vt;ATORVASTATINE RPG;;Kuaidi;;;;;Carvedilol-Corax;;;;;NOVARTIS CIPROBAY;;ZANEA;;;;Dexahexal;;Dilzem;Halbmond;;;;Adrenalin Injeele;;;Durapaediat;;;;Phl-Fluconazole;;;GENTRISONE;;;Venosin;HyTan;;;;;;;Novo-Levetiracetam;LEVOFLOXACINE RANBAXY;Haemoagil;;;;;;;RODOGYL;;;;;Doloral;;;;;Herz En;;;;;;Duraphen DM;;;;;KWANGDONG RANITIDINE HCL;;Simvastatin Q-Pharm;;;;;;;ATRACEN;;;;;;;;
;Zobiclobill;;;Amlodipin Kwizda;AUGUMAC;;;;Aspirine Wl;ATORVASTATINE TEVA SANTE;;Chenyu;;;;;Apo-Carvedilol;;;;;RP CIPROK;;Clindatech;;;;Dexamethason-Jenapharm;;Vasocardol;Hevert Dorm;;;;Adrenalin Mbe;;;Ery 1a Pharma;;;;Nu-Fluconazole;;;HI-DERM;;;Thrombocutan;Execof XP;;;;;;;Priva-Levetiracetam;LEVOFLOXACINE RATIOPHARM;Haemomac Ct;;;;;;;SPIRAMYCINE/METRONIDAZOLE ACTAVIS;;;;;Naus-Over;;;;;Infi Glonoinum;;;;;;Dynatuss HC;;;;;RABIS;;Simvastatin Real;;;;;;;CETAMADOLE;;;;;;;;
;Virlex;;;Amlodipin Pharma;AUGUTIN DUO;;;;Ass 1a Pharma;ATORVASTATINE ZYDUS FRANCE;;Qiyue;;;;;Jamp-Carvedilol;;;;;SEPTOCIPRO;;Clindamyk;;;;Dexamethason-Rotexmedica;;Diltiazem Abz;Marament;;;;Asthmolysin;;;Eupragin;;;;Fem V;;;BETTERDERM-G;;;Calcilean;Hydrofed;;;;;;;Ran-Levetiracetam;LEVOFLOXACINE SANDOZ;Hydracillin;;;;;;;SPIRAMYCINE/METRONIDAZOLE ARROW;;;;;Morphine Lp Epidural;;;;;Ledocor;;;;;;K Tan;;;;;RABISU D;;Simvastatin Stada;;;;;;;ENSITRA;;;;;;;;
;Qinglin;;;Amlodipin Volkspharma;BEACLA;;;;Ass Al;Cadatin;;Fengdaqi;;;;;Ran-Carvedilol;;;;;VISIPRO;;Zindaclin;;;;Cortidexason;;Diltiazem Hcl Adoh;Makatussin;;;;E Pilo;;;Erycinum;;;;Femzole Duo;;;DEMACOT;;;;Condasin;;;;;;;Phl-Levetiracetam;LEVOFLOXACINE ZENTIVA;Hewedolor;;;;;;;SPIRAMYCINE/METRONIDAZOLE BIOGARAN;;;;;Morphine Sr;;;;;Loion;;;;;;Lortuss DM;;;;;RADIN-Q;;Simvastatin-Corax;;;;;;;HUNIZ TRACET;;;;;;;;
;Bangna;;;Amlo Isis;CKD AMOXICILLIN;;;;Ass Awd;Cadivast;;Jinpaiqi;;;;;Ntp-Carvedilol;;;;;Cipro;;Clindamycin-Actavis;;;;Infectodexakrupp;;Diltiazem Stada;Logomed Juckreiz;;;;Epiglaufrin;;;Eryliquid;;;;Canazole;;;OPTISOL GS;;;;Max HC;;;;;;;Nu-Levetiracetam;Levam;Heparin Dihydergot;;;;;;;SPIRAMYCINE/METRONIDAZOLE RATIOPHARM;;;;;Morphine Sulphate Bp;;;;;Myocardetten;;;;;;Lortuss HC;;;;;RAMITIDINE;;Zeklen;;;;;;;ACEMADOL;;;;;;;;
;Baozhenkang;;;Amlo Q;CLAMONEX NEO;;;;Ass Ct;Trovas;;Xinpite;;;;;;;;;;Cetraxal;;Clindasol;;;;Otriven;;Act Diltiazem;Nervo Opt;;;;Glycirenan;;;Erythro Lt;;;;TRIFUCAN-FORTE;;;SILKRON-G;;;;Canges XP;;;;;;;Van-Levetiracetam;Levofloxacin - Actavis;Hexamon;;;;;;;IMIZINE;;;;;Ms Ir Sup;;;;;Myocardon;;;;;;Mintuss MR;;;;;RANID;;Auro-Simvastatin;;;;;;;A-CET;;;;;;;;
;Alun;;;Amlo Tad;CLAMOX NEO;;;;Ass Dexcel;Torvastat;;Jinnuo;;;;;;;;;;Proquin;;Clindastad;;;;Monodex;;Alti-Diltiazem;Nocturetten;;;;Hostacain;;;Etromycin;;;;EXOMAX;;;STEROCIN-G;;;;De-Chlor HC;;;;;;;Torrent-Levetiracetam;Levofloxacin Abz;Infectogingi;;;;;;;Metrogalen;;;;;Ratio-Morphine;;;;;Nitro Carino;;;;;;Norel SD;;;;;RANITID;;Mint-Simvastatin;;;;;;;ACETRACET;;;;;;;;
;Shaweiluo;;;Amlobeta;CLAOXIN;;;;Ass Dura;Liptruzet;;Aoliping;;;;;;;;;;Cipro XR;;Clindamycin 1a Pharma;;;;Psorimed;;Apo Diltiaz;Pheramin;;;;Isopto;;;Erythromycin Ratio;;;;FLNAZOLE;;;LAVENDA;;;;Hydro-PC II;;;;;;;;Levofloxacin Aiwa;Juvederm;;;;;;;Metronidazol Aristo;;;;;Pms-Morphine Sulfate Sr;;;;;Nitro Cum;;;;;;Phenavent LA;;;;;RANITIDINE HCL YOUNGPOONG;;Ran-Simvastatin;;;;;;;ATRACET;;;;;;;;
;Aibeiqing;;;Bisodipin;CLAVON;;;;Ass Fair Med;Atorgamma;;Luobeier;;;;;;;;;;Ciproxin Flexibag;;Clindamycin Abz;;;;Solutio Cordes;;Ava-Diltiazem;Perasthman;;;;Min I Jet;;;Erythromycin Ratiopharm;;;;FLUDAZOLE;;;SAEROGENTA A;;;;Hydrotussin HD;;;;;;;;Levofloxacin Al;Lidesthesin;;;;;;;Metronidazol Puren;;;;;Teva-Morphine Sr;;;;;Nitro Delalande;;;;;;Relacon-HC;;;;;RANITIDINE SINIL;;Ntp-Simvastatin;;;;;;;CETRA;;;;;;;;
;Tianchengxier;;;Dafiro;DUOCLA NEO;;;;Ass Genat;Atorvastatin Abz;;Qilongmai;;;;;;;;;;Peiton;;Clindamycin Dura;;;;Accufix Dec Model 033;;Gen-Diltiazem;Ribbeck En;;;;Piladren;;;Erythromycin Zink Kohlpharma;;;;FLULAZOLE;;;SIANAL;;;;De-Chlor G;;;;;;;;Levofloxacin Aurobindo;Lido Posterine;;;;;;;Metronidazol-Rotexmedica;;;;;;;;;;Nitro Dur;;;;;;Tussi-Pres;;;;;ROUTINES;;Zym-Simvastatin;;;;;;;DOLTRAMCET;;;;;;;;
;Qiangni;;;Losamlo;FOXOLIN;;;;Ass Hexal;Atorvastatin Aristo;;Liqi;;;;;;;;;;Ciproxan;;Clindamycin Genevida;;;;Apo-Dexamethasone;;Diltiazem Cd;Retroplex;;;;Perivar;;;Hydrodermed;;;;FLUMAX;;;TRONAIN;;;;Vitussin;;;;;;;;Levofloxacin B. Braun;Lidocard;;;;;;;Flagystatin;;;;;;;;;;Nitro Mack;;;;;;Rhinacon A;;;;;SURAS;;Simtorsi;;;;;;;ENSITRA SEMI;;;;;;;;
;Luofu;;;Norvas;MEDICLA;;;;Ass Ipa;Atorvastatin Aurobindo;;Lipuxin;;;;;;;;;;Sivastan;;Turimycin;;;;Dexamethasone Sod Phos;;Diltiazem Tz;S 8 Schlaf;;;;Suprexon;;;Infectomycin;;;;FLUNACAN;;;Gentaved 100;;;;Atuss MR;;;;;;;;Levofloxacin Dr. Eberth;Mastu;;;;;;;Novo-Nidazol;;;;;;;;;;Nitro Pohl;;;;;;Tussi-12D S;;;;;ALABIX;;Ezsimva;;;;;;;GOODTRASET;;;;;;;;
;Aierxin;;;Rasilamlo;MYUNGMOON AMOCLAN DUO;;;;Ass Isis;Atorvastatin Hennig;;Sailexin;;;;;;;;;;Otiprio;;Sobelin;;;;Dexamethasone-Omega;;Med Diltiazem;Sagittacin;;;;Xylestesin;;;Lederpaediat;;;;FLUZIN;;;Gentacalm;;;;Reprexain;;;;;;;;Levofloxacin Hec Pharm;Malinert;;;;;;;;;;;;;;;;;Nitrokapseln Ratiopharm;;;;;;Viravan-T;;;;;ALBITRI;;Invast;;;;;;;I-SET SEMI;;;;;;;;
;Zhuli;;;MAXMICA;NANOCRA;;;;Ass Light;Atorvastatin Heumann;;Paifen;;;;;;;;;;Manshulin;;Ava-Clindamycin;;;;Diodex;;Pms-Diltiazem Cd;Silternum;;;;Auvi-Q;;;Oxy Mycin;;;;FUCONAX;;;Vetromax;;;;Guiaplex HC;;;;;;;;Levofloxacin Hikma;Locastad;;;;;;;;;;;;;;;;;Nitrokor;;;;;;Tussi-12 Suspension;;;;;ALGAS;;Ezetimibe / Simvastatine Teva;;;;;;;JIMURADOL SEMI;;;;;;;;
;Boshiduowei;;;TELOPINE;O-MEN;;;;Ass Luenpharm;Atorvastatin Hexal;;Weihong;;;;;;;;;;Linqing;;Auro-Clindamycin;;;;Ratio-Dexamethasone;;Penta-Diltiazem;Saocin D;;;;LIDOCAINEEPINEPHRINE YUHAN;;;Sanasepton;;;;FURUZOLE;;;Gentamicin Pfizer;;;;Hydrocod CP and Pseud;;;;;;;;Levofloxacin Sanovel;Mykoproct;;;;;;;;;;;;;;;;;Nitrofortin;;;;;;Covangesic;;;;;ALVOS;;Ezetimibe / Simvastatine EG;;;;;;;J-TRA SEMI;;;;;;;;
;Likeping;;;ATODIPIN;OUGUMOX;;;;Ass Molimin;Atorvastatin Q-Pharm;;Yinpeikang;;;;;;;;;;Beisite;;Biacna;;;;Pms Dexamethasone;;Nu-Diltiaz;Sedativum;;;;LIDOCAINE HCL EPINEPHRINE HUONS;;;Sigapaedil;;;;MECONAZOLE;;;Tri-Otic for Canines;;;;Tussicare DH;;;;;;;;Act Levofloxacin;Neuro Brachont;;;;;;;;;;;;;;;;;Nitroglin;;;;;;Ed-Tuss HC;;;;;CAMILLAN;;Flolipid;;;;;;;KJ SEMI;;;;;;;;
;Kangdawei;;;BESFORGE;PAMOCKLE DUO;;;;Ass Pav;Atorvastatin Zentiva;;Baqi;;;;;;;;;;Xipule;;Benzactin;;;;Ocudex;;Nu-Diltiaz-Cd;Sedovegan;;;;JEIL EPINEPHRINE;;;Semibiocin;;;;ONSNAZOL;;;Betagen brand of Betamethasone and Gentamicin;;;;Phena-HC;;;;;;;;Quinsair;Neuro Europan;;;;;;;;;;;;;;;;;Nitrolingual Poh Mtk;;;;;;Efasin-HD;;;;;ELBIS;;C-T TORIN;;;;;;;LEGOCET;;;;;;;;
;Viratop;;;BIFORGE;SULBACTAMIN;;;;Ass Ratiopharm;Liprimar;;Fuqixing;;;;;;;;;;Ruikang;;Clinda-T;;;;Odan-Dexamethasone;;Tria-Diltiazem;Schlafetten Elac;;;;BOSMIN;;;Septix;;;;POLYNAZOL;;;Decoderm;;;;Naierke;;;;;;;;Levoquin;Neo Novutox;;;;;;;;;;;;;;;;;Neuro Do;;;;;;Histatan;;;;;WIRADIN;;K-SIMVA;;;;;;;MAXNOPHEN;;;;;;;;
;Xerese;;;AMBAS;YUMOKS;;;;Ass Recip;Kexrolt;;Xineng;;;;;;;;;;Sipule;;Clindamycin Sdz;;;;Sandoz Dexamethasone;;;Supertendin;;;;EPINEPHRINE DAIHAN;;;EGERY;;;;YUCONAZOL;;;Dexamytrex;;;;Phendal-HD;;;;;;;;NT-FLOXACIN;Nolaid;;;;;;;;;;;;;;;;;Nitradisc;;;;;;Med-Hist-HC;;;;;WOORITIN;;NT-SIMVAS;;;;;;;MEDICET;;;;;;;;
;Clearsore;;;AMDIOL;ACLAN;;;;Ass Woelm;Orvatez;;Furuixin;;;;;;;;;;Saikexing;;Taro-Clindamycin/Benzoyl Peroxide Gel;;;;Netildex;;;Tiffanova;;;;NOVOCOL;;;ERY;;;;Diflucan One;;;Diprogenta;;;;Rutuss with Hydrocodone;;;;;;;;CLEVOT;Orofar L;;;;;;;;;;;;;;;;;Natirose;;;;;;Respa-A.R.M.;;;;;TRAVIS;;VYTRIN-Q;;;;;;;MUPAIN;;;;;;;;
;Lipsore;;;AMLOBETINE;ACLANTIS;;;;Apovital;Orbeos;;Linbi;;;;;;;;;;Daweibang;;;;;;Puradex;;;Vivisun Antiallerg;;;;BUPIVACAINE AGUETTANT;;;ERYFLUID;;;;Boots Pharmacy Thrush;;;Infectogenta;;;;Su-Tuss HD;;;;;;;;CLOXACIN;Otolitan;;;;;;;;;;;;;;;;;Naranocor;;;;;;Rolatuss-SR;;;;;ZETIS;;BYTARIN;;;;;;;MYTICET;;;;;;;;
;Aciclovir Hemopharm;;;AMLODUET;AMOCICLE DUO;;;;Axanum;Triveram;;Ximei;;;;;;;;;;Ciprofloxacin Almus;;;;;;Corti;;;Vesurpal;;;;ADRENALINE AGUETTANT;;;ERYLIK;;;;Meidike;;;Refobacin;;;;Vortex;;;;;;;;EUROPENTA;Orgasmus Stopper;;;;;;;;;;;;;;;;;Reminitrol;;;;;;Stahist;;;;;KBIS D;;EVANSTIN;;;;;;;PARAMACET ER SEMI;;;;;;;;
;Aciclovir Klast;;;AMLONIN;AMOXIDAL;;;;Cardipyretten;Torvast;;Qixian;;;;;;;;;;Ciprofloxacin Awd;;;;;;Dexycu;;;Visano;;;;ARTINIBSA;;;ERYTHROMYCINE BAILLEUL;;;;Dafukang;;;Sulmycin;;;;Tuss-PD;;;;;;;;HURESIN;Phenyl Attritin;;;;;;;;;;;;;;;;;Rauwolsan;;;;;;Tussirex;;;;;RANIS;;EZESTIN;;;;;;;PENASET;;;;;;;;
;Aciclovir Lin;;;AMLOSAR;AMOXIVE;;;;Cc Cor;Stapressial;;Aiyi;;;;;;;;;;Ciprofloxacin Axsan;;;;;;CLEAR-F;;;Ivarest;;;;PREDESIC ADRENALINE;;;STIMYCINE;;;;Weikeheng;;;Alcomicin;;;;Histuss;;;;;;;;LEFLOCIN;Procto Celestan;;;;;;;;;;;;;;;;;Trinitrosan;;;;;;Uni Decon;;;;;RANITAC;;EZYSIMVA;;;;;;;PENCLEAR;;;;;;;;
;Aciclovir Lindo;;;AMLOTAN;ANYCLA DUO;;;;Cc Forte;Tioblis;;Qihong;;;;;;;;;;Ciprofloxacin Biomo;;;;;;DACLE;;;Tact Cool Jelly;;;;PRIMACAINE ADRENALINE;;;Ees;;;;Fuda;;;Betaject;;;;Zolvit;;;;;;;;LEVOLOC;Procto Jellin;;;;;;;;;;;;;;;;;Vitafolia Migraekur;;;;;;AK-Dilate;;;;;RANITIDINE HCL BC;;ILVASTIN;;;;;;;RAPICET SEMI;;;;;;;;
;Aciclovir Siga;;;AMLOTENSION-S;AUCLAN NEO;;;;Cebion;Ava-Atorvastatin;;Kaiqi;;;;;;;;;;Ciprofloxacin Chephasaar;;;;;;DEXACOTISIL;;;Delsym Night Time Cough and Cold Reformulated Jan 2012;;;;XYLOROLLAND;;;Gallimycin;;;;Yiqifu;;;Garamycin Drops;;;;Dicodid;;;;;;;;LEVOLOCIN;Prigenta;;;;;;;;;;;;;;;;;Vitafolia Statik;;;;;;AK-Nefrin;;;;;RATIGEN;;LIPETORIN;;;;;;;STARICET;;;;;;;;
;Aciclovir Temmler;;;AMODIN;BEARCLA DUO;;;;Cheplamed;Auro-Atorvastatin;;Shuluokang;;;;;;;;;;Ciprofloxacin Fair Med;;;;;;DEXASOLONE;;;Counteract PM;;;;NORADRENALINE HOSPIRA;;;Eryhexal;;;;Kedakang;;;Garasone;;;;Zyfrel;;;;;;;;LEVONA;Probaphen;;;;;;;;;;;;;;;;;Ypsiloheel;;;;;;Banex;;;;;S-ALBI;;MEDITORIN;;;;;;;SUPRAFEN;;;;;;;;
;Aciclovir Vp;;;AMSTEL;CLAMOCILL;;;;Cetegrippal;Gd-Amlodipine/Atorvastatin;;Yuqi;;;;;;;;;;Ciprofloxacin Hikma;;;;;;DEXCOSIL;;;Dermagesic Itch Relief;;;;NORADRENALINE RENAUDIN;;;Erythromycin 500 Heumann;;;;Sanweikang;;;Dom-Gentamicin-Betamethasone;;;;Ibudone;;;;;;;;LEVOYURO;Restylane;;;;;;;;;;;;;;;;;NITCERIN;;;;;;Chemdal HD;;;;;SAMNAM RANITIDINE;;NEW SIMVAD;;;;;;;TAISON;;;;;;;;
;Aci Sanorania;;;ANYFORGE;CLAMONEXPOTIN;;;;Contradol;Dom-Atorvastatin;;Azi Teva;;;;;;;;;;Ciprofloxacin Tad;;;;;;JSONE;;;Tylenol Flu Maximum Strength Nighttime;;;;DELTAZINE;;;Erythromycin Denk;;;;Kaixing;;;Pms-Gentamicin;;;;Codofen;;;;;;;;MAXACIN;Rectosellan;;;;;;;;;;;;;;;;;NITROGLYCERIN MYUNGMOON;;;;;;Chemtussin HC;;;;;URANTAC;;RIPIDATINE;;;;;;;I-SET;;;;;;;;
;Herpoviric;;;AVASC;CLAVUTIN;;;;Contrheuma;Ratio-Atorvastatin;;Azithromycin 1a Pharma;;;;;;;;;;Ciprox;;;;;;VIDEXA;;;Alka-Seltzer Plus Night Severe Cold, Cough and Flu;;;;Adrenaline Min-I-Jet;;;Erythromycin Rotexmedica;;;;Tianfanglixing;;;Ocugram;;;;Dalmacol;;;;;;;;REBORACIN;Sagittaproct;;;;;;;;;;;;;;;;;ANGIDERM;;;;;;Chlorgest HD;;;;;WE-Q;;SAEVASTA;;;;;;;J-TRA;;;;;;;;
;Mapox;;;BEARDIPINE;GOMCILLIN;;;;Coffalon;Pms-Amlodipine-Atorvastatin;;Azithromycin Accedo;;;;;;;;;;Cipro 1a Pharma;;;;;;Ocu-Dex;;;BUTIX;;;;Bucanest;;;Erythromycin Stada;;;;Fupengxing;;;Sandoz Gentamicin;;;;Coristine;;;;;;;;SOLTO;Saocin D;;;;;;;;;;;;;;;;;NITRO;;;;;;Chlorphen HD;;;;;ZANCI-Q;;SAMSUNG BAY;;;;;;;NEWTRA;;;;;;;;
;Virulax;;;BELOPINE;GUMENTIN;;;;Deskoval;Pms-Atorvastatin;;Azithromycin Ct;;;;;;;;;;Ciproflox Puren;;;;;;Dexasone;;;NAUTAMINE;;;;Cocaine Hydrochloride And Adrenaline Acid Tartrate Apf;;;Erythromycin Stragen;;;;Laikang;;;Sandoz Pentasone;;;;Mercodol With Decapryn;;;;;;;;Iquix;Supertendin;;;;;;;;;;;;;;;;;Epinitril;;;;;;Chlortox;;;;;RANIPLEX;;SIMLOX;;;;;;;PAINLESS;;;;;;;;
;Zoliparin;;;COSALTAN-X;HUONS AMOXICILLIN;;;;Dento;Ntp-Atorvastatin;;Azithromycin Eberth;;;;;;;;;;Ciproflox Tad;;;;;;Maxidex;;;Antitussive With Diphenhydramine Cough Medicine For The Family;;;;Nurocain With Adrenaline;;;Erythromycin-Actavis;;;;Haokang;;;Gentaspray;;;;Ratio-Coristex-Dh;;;;;;;;Oftaquix;Steros Anal;;;;;;;;;;;;;;;;;CORDIPATCH;;;;;;Colrex;;;;;RANITIDINE MYLAN;;SIMSTIN;;;;;;;PENCURE SEMI;;;;;;;;
;Lidovir;;;DAVIROAD;ACICLA NEO;;;;Duo Pyrin;Atorvaliq;;Azithromycin Hecpharm;;;;;;;;;;Otovel;;;;;;Decaspray;;;Sleepwell;;;;Ubistesin;;;Inderm;;;;Huashixin;;;Otomax;;;;Pdp-Hydrocodone;;;;;;;;Jinyuxing;Trachilid;;;;;;;;;;;;;;;;;TRINITRINE SIMPLE LALEUF;;;;;;Comhist;;;;;RANITIDINE TEVA;;SIMVAEZI;;;;;;;PENIMADOL;;;;;;;;
;ACROVIN;;;DISFORGE;ACLAN DUO;;;;Dolo Visano;Atostat;;Azithromycin Kwizda;;;;;;;;;;BEARCIN;;;;;;AK-Neo-Dex;;;Delsym Cough Plus Cold Night Time;;;;Marcaine with Epinephrine;;;Skid;;;;Runing;;;Mometamax;;;;Solucodan;;;;;;;;Jierong;Trachitol Hals;;;;;;;;;;;;;;;;;EpiPen;;;;;;Amidal brand of guaifenesin-phenylephrine hydrochloride;;;;;Ausran;;SIMVAMIB;;;;;;;TARACET SEMI;;;;;;;;
;ACYCAN;;;DUORIX;ACRENTIN;;;;Dolofugin;Camdis;;Zitromax;;;;;;;;;;CIFLAXIN;;;;;;Dexacine;;;Mucinex Children's Night Time Multi-Symptom Cold;;;;Ganda;;;Erysol;;;;Luorui;;;;;;;Zohydro;;;;;;;;Yunkedi;Ultra Demoplas A;;;;;;;;;;;;;;;;;NATISPRAY;;;;;;Cytuss HC;;;;;Heartburn Relief;;SIMVAS C;;;;;;;ACERANO;;;;;;;;
;ANACY;;;ENYDIPINE;AHACOOL;;;;Dolomo;Atorvastatin AB;;AZIROMAX;;;;;;;;;;CIPLOXCIN;;;;;;Dexacort Phosphate in Respihaler;;;Wal-Phed PE Cold Multi-Symptom Nighttime;;;;Adrenalin Infectopharm;;;Erythro-Ec;;;;Azocan;;;;;;;Xylon;;;;;;;;Ziluosu;Ultra Demoplas N;;;;;;;;;;;;;;;;;Anginine;;;;;;D.A. II;;;;;Ranitic;;SIMVATIDIN;;;;;;;ACETRACET SEMI;;;;;;;;
;BACYLOVIR;;;HAPERTEN;AMICLLAN;;;;Docmorris Paracetamol;ADWIN;;AZATH;;;;;;;;;;CIPROBAY HC OTIC;;;;;;Dexamethasone Intensol;;;Wal-Som;;;;Allergodil;;;Erythro-Es;;;;Canex;;;;;;;Hysingla;;;;;;;;Tianlida;Wobe Mugos;;;;;;;;;;;;;;;;;Gallolingual;;;;;;Dallergy;;;;;Ranoxyl;;SIMVATIN C;;;;;;;A-TRA SEMI;;;;;;;;
;COVIR;;;HIGHLOWTEN;AMOCITIN;;;;Docpelin Paracetamol;A-TOVA;;BINOZYT;;;;;;;;;;CYPRO;;;;;;AK-Trol;;;ZZZ Sleep;;;;Fastjekt;;;Erythro-S;;;;Con Ac;;;;;;;Flowtuss;;;;;;;;Nuopulun;Wick Sulagil;;;;;;;;;;;;;;;;;Nitroderm Tts;;;;;;Dicomal-DH;;;;;Reflux Relief Extra Strength;;SIMVATWO;;;;;;;ATRACET SEMI;;;;;;;;
;HYUNDAI ACYCLOVIR;;;HUNIZ AMLODIPINE MALEATE;AMOCTIN;;;;Erkaeltungspaket Ratiopharm;LIPITO-M;;AZETO;;;;;;;;;;NEWGENPHARM CIPROXIN;;;;;;Dalalone;;;Adedorm;;;;Lidocaton;;;Ees-200;;;;Fluconazolenerics;;;;;;;Hycofenix;;;;;;;;Lifuxing;Vita Brachont;;;;;;;;;;;;;;;;;Nitrolingual Akut Spray;;;;;;Codimal DH;;;;;Ulcaid;;SIMVAV;;;;;;;CETADOL;;;;;;;;
